amount,hour,v1,v2,v3,v4,v5,velocity,geo_mismatch,device_risk,ip_risk,is_fraud,transaction_id,risk_score,fraud_pct,risk_action
20.41973834134149,17,-0.4494414247440494,0.6460257298020513,0.4917469042367314,-0.5607586213693937,-0.5425218958451223,4,0,0.017108550134163,0.0363938084389101,0,TXN100000,0.0,0.0,APPROVE
72.63796156640616,7,-2.112787956626489,-0.5337422730056796,-2.4934807543610398,-0.5536548012178711,-0.3242909023669575,2,0,0.1377685430191125,0.0934467255878665,0,TXN100001,0.0,0.0,APPROVE
50.92007551267797,3,-0.4584062815313776,-0.0429505517414701,1.85890593811451,-0.8133738461195902,0.1023923243904437,6,0,0.0334617729940862,0.109815076682714,0,TXN100002,0.0,0.0,APPROVE
37.71605879154506,9,0.201942335019075,-0.3159704723982842,1.0471641543748975,0.0438971529991736,0.2963336268831961,2,0,0.3818311662960286,0.0597674241008455,0,TXN100003,0.0,0.0,APPROVE
49.96215474236958,21,0.1755488541570603,-0.7782201898253138,0.6084724772172481,1.0538314677812128,-1.319642826743386,6,0,0.0752208838244381,0.1483381440660997,0,TXN100004,0.0,0.0,APPROVE
169.0978943520655,13,2.8161680042626904,-1.8777633857253508,0.7795700570805236,1.240170238268943,-2.10245355077223,1,0,0.0238820942987193,0.0562646711177914,0,TXN100005,0.0,0.0,APPROVE
34.556575444797105,4,-0.0497996908111266,-0.3251741090607075,0.2965827995911043,0.8180802327229466,-0.8054020805046547,5,0,0.063244473019129,0.023251288586974,0,TXN100006,0.0,0.0,APPROVE
3.340958779922458,14,0.8247074988275604,0.8825193649158884,1.3469442157642408,1.7614052062283718,-1.9215119562990195,1,0,0.0945630089480464,0.1140697057730843,0,TXN100007,0.0,0.0,APPROVE
84.00515617494484,13,-1.1927512224032906,-0.6194300506122337,1.2513292584527895,0.7736885400395506,-0.0497593590381256,2,0,0.0308993669359641,0.1206883513169715,0,TXN100008,0.0,0.0,APPROVE
109.58704274960806,15,-1.1577054806095033,-1.1709143752549538,-1.2533943315263725,-0.257641248244739,-0.016563428121629,3,0,0.1125378657773485,0.1342204557586726,0,TXN100009,0.0,0.0,APPROVE
124.71552533503866,18,1.551942281022901,-0.8769268198008684,-1.808080054238224,0.8634514739725887,-1.2134864656167117,2,0,0.053053941055991,0.0482666484990658,0,TXN100010,0.0,0.0,APPROVE
79.21029671847285,7,-1.6077292224359347,-0.7627781522205797,0.7628787173896314,-0.5176631215648753,-1.43236113811151,3,0,0.0603541643271342,0.0847625349409145,0,TXN100011,0.0,0.0,APPROVE
103.63633792981152,23,0.6846766515093328,0.7923684723433939,0.4185871334671976,0.5275722444610093,0.0463519049027241,5,0,0.0970301549368217,0.3064018676689321,0,TXN100012,0.0,0.0,APPROVE
187.5266452382683,23,-0.9175706604529422,0.7331512793409591,0.8956544257531155,-0.4575728310433126,0.0801741386379812,5,0,0.1432965343836287,0.1468437225078105,0,TXN100013,0.0,0.0,APPROVE
24.518480186835973,6,-0.144173302140919,0.0232140765190358,-0.8885990119969294,0.5537299431058541,0.584876717761752,2,0,0.0763592860225979,0.0615664253236474,0,TXN100014,0.0,0.0,APPROVE
9.817022350747443,6,0.9612687151286236,-0.0572846690978213,-0.1167230697229103,-0.3575356025981944,-1.2173773089575524,4,0,0.0459483464068089,0.0439020932273747,0,TXN100015,0.0,0.0,APPROVE
195.33521342457453,8,-0.3767420305133477,0.1552209136465173,-2.23692379428251,0.958388574804579,-0.7063456658326519,4,0,0.0194968067441847,0.1490726793232671,0,TXN100016,0.0,0.0,APPROVE
288.8547998676477,22,-6.32373990928847,-3.0378302513739666,-1.077571417814851,5.163557204997023,-6.592328042425436,8,1,0.8476629186416227,0.8996355191437665,1,TXN100017,1.0,100.0,BLOCK
53.26231370409701,2,-3.10009120860594,1.2295657221207827,0.5291693058420743,-0.2988051143807083,-0.5086693933553624,5,0,0.0199498068978351,0.0328468466480238,0,TXN100018,0.0,0.0,APPROVE
6.379713395728796,18,-1.1940478600322788,0.958088717685638,-0.5812267677712524,1.9471080027241523,-1.532463518295382,6,0,0.0324461233455867,0.035908723367696,0,TXN100019,0.0,0.0,APPROVE
270.7702254594145,1,1.1272828815995712,3.632454516657814,-3.8206711768946295,4.079115891367737,-3.47324948519778,16,1,0.7296994623777935,0.9426402626359855,1,TXN100020,1.0,100.0,BLOCK
9.0286620626667,5,-1.958927456908372,0.695539810881519,-0.72989627094804,0.5710069414412952,1.3793767332109796,7,0,0.1818004624268251,0.0079201204689241,0,TXN100021,0.0,0.0,APPROVE
112.66764008723912,15,-2.3488666252473136,-1.5208569194556545,1.9642328465985672,0.7535058308488927,0.2057815170875867,3,0,0.0746367465050641,0.0614675062551721,0,TXN100022,0.0,0.0,APPROVE
10.967707420646777,3,-0.4407564131745701,0.9302516913216096,-1.8333634535947505,0.7921732776355724,0.1494490574867751,3,1,0.0542803171985352,0.0753691962986291,0,TXN100023,0.0,0.0,APPROVE
16.129152095931136,2,-0.0426545972180944,0.2950934930319721,0.9813615775593004,0.5693913954630979,0.586563251931705,6,0,0.029128510618857,0.2148859543846127,0,TXN100024,0.0,0.0,APPROVE
108.43840074291693,1,-3.4342860915220084,1.951532363627936,-2.366541522042092,4.666669985526673,-5.939938584037465,10,0,0.6635917264861062,0.8548541905683839,1,TXN100025,1.0,100.0,BLOCK
19.76114424132647,11,0.1116325407354458,0.7891333804853728,0.5894770416137569,0.120109854880666,0.188602027298986,5,0,0.180324161530699,0.0027814249820047,0,TXN100026,0.0,0.0,APPROVE
25.17424018191293,22,2.084524306513285,-0.2736750404160563,-2.0821062248136526,1.5588323159204855,-2.6213644326896253,6,0,0.2138712221683211,0.1307649580206646,0,TXN100027,0.0,0.0,APPROVE
64.28318935368942,5,-0.0122390770891384,-0.8655568725103606,-2.906633508991152,0.499397676446366,-0.5966344116627043,3,0,0.1537837329097578,0.0420645879983267,0,TXN100028,0.0,0.0,APPROVE
268.3406080893919,16,1.4555557799296572,-0.0807630128131282,1.404040191857466,0.3248573013564163,0.915381106946145,7,0,0.0033907056333207,0.0893619812209396,0,TXN100029,0.0,0.0,APPROVE
46.24800655766295,20,-1.1110560351189616,-0.4770877759095783,-0.7773614801266547,-0.4308827143695197,0.1954233773018381,7,0,0.3861314214989854,0.0136736377682227,0,TXN100030,0.0,0.0,APPROVE
9.338982139852977,14,-1.8374832286809368,1.0899655685300382,0.7289017087860593,-0.958817119883343,0.0004242131279745,1,0,0.1427728819889344,0.024933435804825,0,TXN100031,0.0,0.0,APPROVE
135.0654623993112,6,1.1394766016794018,-1.6903815574046497,-1.1212258660718837,0.4897939394639217,-2.5125402570389523,6,1,0.0247848454456773,0.0015250850948539,0,TXN100032,0.0,0.0,APPROVE
65.31067879346655,23,1.9680322793168643,0.8670969552525165,-1.4283052412792037,-1.8423587985957663,-2.765726040896,7,0,0.021899678492052,0.0747230534059333,0,TXN100033,0.0,0.0,APPROVE
87.5651448338512,4,-1.5362989310228232,1.3663236928656834,-0.7533762460203284,-0.1970765034125968,0.9968287065564512,3,0,0.1162051741791187,0.0145554831392106,0,TXN100034,0.0,0.0,APPROVE
